timestamp,AHU_C1_7_B-AHU_CCVC,AHU_C1_7_B-AHU_OCC,AHU_C1_7_B-AHU_TAS,AHU_C1_7_B-AHU_TAS_SP
2020-05-01 12:30:00+00:00,36,1,15.47222222,15.55555556
2020-05-01 12:45:00+00:00,14,1,14.4,15.55555556
2020-05-01 13:00:00+00:00,22,1,15.35,15.55555556
2020-05-01 13:15:00+00:00,32,1,15.37777778,15.55555556
2020-05-01 13:30:00+00:00,26,1,15.56111111,15.55555556
2020-05-01 13:45:00+00:00,25,1,15.57222222,15.55555556
2020-05-01 14:00:00+00:00,25,1,15.53888889,15.55555556
2020-05-01 14:15:00+00:00,24,1,15.6,15.55555556
2020-05-01 14:30:00+00:00,24,1,15.66111111,15.55555556
2020-05-01 14:45:00+00:00,23,1,15.43888889,15.55555556
2020-05-01 15:00:00+00:00,18,1,15.47777778,15.55555556
2020-05-01 15:15:00+00:00,28,1,16.02222222,15.55555556
2020-05-01 15:30:00+00:00,24,1,14.95,15.55555556
2020-05-01 15:45:00+00:00,12,1,15.15,15.55555556
2020-05-01 16:00:00+00:00,24,1,16.62777778,15.55555556
2020-05-01 16:15:00+00:00,35,1,15.7,15.55555556
2020-05-01 16:30:00+00:00,23,1,14.66111111,15.55555556
2020-05-01 16:45:00+00:00,10,1,15.02777778,15.55555556
2020-05-01 17:00:00+00:00,18,1,16.37222222,15.55555556
2020-05-01 17:15:00+00:00,32,1,16.33888889,15.55555556
2020-05-01 17:30:00+00:00,31,1,15.12777778,15.55555556
2020-05-01 17:45:00+00:00,20,1,14.76111111,15.55555556
2020-05-01 18:00:00+00:00,13,1,15.23888889,15.55555556
2020-05-01 18:15:00+00:00,19,1,16.36111111,15.55555556
2020-05-01 18:30:00+00:00,32,1,16.33888889,15.55555556
2020-05-01 18:45:00+00:00,33,1,15.42777778,15.55555556
2020-05-01 19:00:00+00:00,25,1,14.91111111,15.55555556
2020-05-01 19:15:00+00:00,16,1,14.95,15.55555556
2020-05-01 19:30:00+00:00,15,1,15.62222222,15.55555556
2020-05-01 19:45:00+00:00,23,1,16.21111111,15.55555556
2020-05-01 20:00:00+00:00,32,1,15.9,15.55555556
2020-05-01 20:15:00+00:00,28,1,15.05,15.55555556
2020-05-01 20:30:00+00:00,18,1,14.93888889,15.55555556
2020-05-01 20:45:00+00:00,15,1,15.7,15.55555556
2020-05-01 21:00:00+00:00,27,1,16.36111111,15.55555556
2020-05-01 21:15:00+00:00,32,1,15.66111111,15.55555556
2020-05-01 21:30:00+00:00,23,1,14.82222222,15.55555556
2020-05-01 21:45:00+00:00,12,1,15.17777778,15.55555556
2020-05-01 22:00:00+00:00,23,1,16.52777778,15.55555556
2020-05-01 22:15:00+00:00,33,1,15.97222222,15.55555556
2020-05-01 22:30:00+00:00,27,1,14.91111111,15.55555556
2020-05-01 22:45:00+00:00,12,1,14.98888889,15.55555556
2020-05-01 23:00:00+00:00,18,1,16.27222222,15.55555556
2020-05-01 23:15:00+00:00,34,1,16.11111111,15.55555556
2020-05-01 23:30:00+00:00,24,1,14.72222222,15.55555556
2020-05-01 23:45:00+00:00,10,1,15.2,15.55555556
2020-05-02 00:00:00+00:00,24,1,16.62777778,15.55555556
2020-05-02 00:15:00+00:00,35,1,15.42777778,15.55555556
2020-05-02 00:30:00+00:00,15,1,14.53888889,15.55555556
2020-05-02 00:45:00+00:00,13,1,16.2,15.55555556
2020-05-02 01:00:00+00:00,35,1,16.02777778,15.55555556
2020-05-02 01:15:00+00:00,19,1,14.42222222,15.55555556
2020-05-02 01:30:00+00:00,9,1,15.73888889,15.55555556
2020-05-02 01:45:00+00:00,34,1,16.61111111,15.55555556
2020-05-02 02:00:00+00:00,29,1,14.8,15.55555556
2020-05-02 02:15:00+00:00,10,1,14.87777778,15.55555556
2020-05-02 02:30:00+00:00,21,1,16.72222222,15.55555556
2020-05-02 02:45:00+00:00,38,1,16.23888889,15.55555556
2020-05-02 03:00:00+00:00,21,1,14.33888889,15.55555556
2020-05-02 03:15:00+00:00,8,1,15.8,15.55555556
2020-05-02 03:30:00+00:00,38,1,16.4,15.55555556
2020-05-02 03:45:00+00:00,33,1,15.13888889,15.55555556
2020-05-02 04:00:00+00:00,100,1,17.13888889,15.55555556
2020-05-02 04:15:00+00:00,72,1,15.45,15.55555556
2020-05-02 04:30:00+00:00,67,1,15.52222222,15.55555556
2020-05-02 04:45:00+00:00,62,1,15.53888889,15.55555556
2020-05-02 05:00:00+00:00,58,1,15.48888889,15.55555556
2020-05-02 05:15:00+00:00,52,1,15.52777778,15.55555556
2020-05-02 05:30:00+00:00,48,1,15.51111111,15.55555556
2020-05-02 05:45:00+00:00,41,1,15.52222222,15.55555556
2020-05-02 06:00:00+00:00,39,1,15.56111111,15.55555556
2020-05-02 06:15:00+00:00,37,1,15.52222222,15.55555556
2020-05-02 06:30:00+00:00,36,1,15.57222222,15.55555556
2020-05-02 06:45:00+00:00,35,1,15.52222222,15.55555556
2020-05-02 07:00:00+00:00,34,1,15.55,15.55555556
2020-05-02 07:15:00+00:00,33,1,15.56111111,15.55555556
2020-05-02 07:30:00+00:00,33,1,15.56111111,15.55555556
2020-05-02 07:45:00+00:00,32,1,15.57777778,15.55555556
2020-05-02 08:00:00+00:00,32,1,15.53888889,15.55555556
2020-05-02 08:15:00+00:00,31,1,15.56111111,15.55555556
2020-05-02 08:30:00+00:00,31,1,15.53888889,15.55555556
2020-05-02 08:45:00+00:00,31,1,15.56111111,15.55555556
2020-05-02 09:00:00+00:00,32,1,15.56111111,15.55555556
2020-05-02 09:15:00+00:00,31,1,15.53888889,15.55555556
2020-05-02 09:30:00+00:00,31,1,15.56111111,15.55555556
2020-05-02 09:45:00+00:00,31,1,15.57777778,15.55555556
2020-05-02 10:00:00+00:00,31,1,15.57777778,15.55555556
2020-05-02 10:15:00+00:00,31,1,15.52777778,15.55555556
2020-05-02 10:30:00+00:00,31,1,15.56111111,15.55555556
2020-05-02 10:45:00+00:00,32,1,15.57777778,15.55555556
2020-05-02 11:00:00+00:00,32,1,15.56111111,15.55555556
2020-05-02 11:15:00+00:00,33,1,15.57777778,15.55555556
2020-05-02 11:30:00+00:00,34,1,15.56111111,15.55555556
2020-05-02 11:45:00+00:00,34,1,15.52777778,15.55555556
2020-05-02 12:00:00+00:00,35,1,15.57777778,15.55555556
2020-05-02 12:15:00+00:00,35,1,15.56111111,15.55555556
2020-05-02 12:30:00+00:00,36,1,15.57777778,15.55555556
2020-05-02 12:45:00+00:00,36,1,15.53888889,15.55555556
2020-05-02 13:00:00+00:00,37,1,15.57777778,15.55555556
2020-05-02 13:15:00+00:00,37,1,15.53888889,15.55555556
2020-05-02 13:30:00+00:00,39,1,15.57777778,15.55555556
2020-05-02 13:45:00+00:00,40,1,15.56111111,15.55555556
2020-05-02 14:00:00+00:00,41,1,15.57777778,15.55555556
2020-05-02 14:15:00+00:00,42,1,15.56111111,15.55555556
2020-05-02 14:30:00+00:00,44,1,15.56111111,15.55555556
2020-05-02 14:45:00+00:00,48,1,15.56111111,15.55555556
2020-05-02 15:00:00+00:00,48,1,15.57222222,15.55555556
2020-05-02 15:15:00+00:00,49,1,15.56111111,15.55555556
2020-05-02 15:30:00+00:00,52,1,15.6,15.55555556
2020-05-02 15:45:00+00:00,55,1,15.6,15.55555556
2020-05-02 16:00:00+00:00,55,1,15.57222222,15.55555556
2020-05-02 16:15:00+00:00,56,1,15.53888889,15.55555556
2020-05-02 16:30:00+00:00,56,1,15.56111111,15.55555556
2020-05-02 16:45:00+00:00,57,1,15.57777778,15.55555556
2020-05-02 17:00:00+00:00,59,1,15.55,15.55555556
2020-05-02 17:15:00+00:00,60,1,15.6,15.55555556
2020-05-02 17:30:00+00:00,60,1,15.53888889,15.55555556
2020-05-02 17:45:00+00:00,60,1,15.53888889,15.55555556
2020-05-02 18:00:00+00:00,61,1,15.55,15.55555556
2020-05-02 18:15:00+00:00,61,1,15.55,15.55555556
2020-05-02 18:30:00+00:00,65,1,15.57222222,15.55555556
2020-05-02 18:45:00+00:00,66,1,15.56111111,15.55555556
2020-05-02 19:00:00+00:00,64,1,15.58888889,15.55555556
2020-05-02 19:15:00+00:00,62,1,15.52777778,15.55555556
2020-05-02 19:30:00+00:00,66,1,15.57777778,15.55555556
2020-05-02 19:45:00+00:00,64,1,15.56111111,15.55555556
2020-05-02 20:00:00+00:00,66,1,15.57777778,15.55555556
2020-05-02 20:15:00+00:00,67,1,15.5,15.55555556
2020-05-02 20:30:00+00:00,67,1,15.57777778,15.55555556
2020-05-02 20:45:00+00:00,70,1,15.53888889,15.55555556
2020-05-02 21:00:00+00:00,68,1,15.56111111,15.55555556
2020-05-02 21:15:00+00:00,68,1,15.53888889,15.55555556
2020-05-02 21:30:00+00:00,67,1,15.53888889,15.55555556
2020-05-02 21:45:00+00:00,69,1,15.53888889,15.55555556
2020-05-02 22:00:00+00:00,67,1,15.57777778,15.55555556
2020-05-02 22:15:00+00:00,69,1,15.56111111,15.55555556
2020-05-02 22:30:00+00:00,69,1,15.57777778,15.55555556
2020-05-02 22:45:00+00:00,71,1,15.56111111,15.55555556
2020-05-02 23:00:00+00:00,72,1,15.58888889,15.55555556
2020-05-02 23:15:00+00:00,73,1,15.55,15.55555556
2020-05-02 23:30:00+00:00,71,1,15.56111111,15.55555556
2020-05-02 23:45:00+00:00,71,1,15.58888889,15.55555556
2020-05-03 00:00:00+00:00,70,1,15.55,15.55555556
2020-05-03 00:15:00+00:00,69,1,15.56111111,15.55555556
2020-05-03 00:30:00+00:00,70,1,15.52777778,15.55555556
2020-05-03 00:45:00+00:00,67,1,15.56111111,15.55555556
2020-05-03 01:00:00+00:00,67,1,15.53888889,15.55555556
2020-05-03 01:15:00+00:00,65,1,15.56111111,15.55555556
2020-05-03 01:30:00+00:00,67,1,15.56111111,15.55555556
2020-05-03 01:45:00+00:00,64,1,15.57222222,15.55555556
2020-05-03 02:00:00+00:00,66,1,15.6,15.55555556
2020-05-03 02:15:00+00:00,64,1,15.56111111,15.55555556
2020-05-03 02:30:00+00:00,66,1,15.57777778,15.55555556
2020-05-03 02:45:00+00:00,64,1,15.57222222,15.55555556
2020-05-03 03:00:00+00:00,65,1,15.58888889,15.55555556
2020-05-03 03:15:00+00:00,65,1,15.53888889,15.55555556
2020-05-03 03:30:00+00:00,63,1,15.56111111,15.55555556
2020-05-03 03:45:00+00:00,62,1,15.52222222,15.55555556
2020-05-03 04:00:00+00:00,61,1,15.55,15.55555556
2020-05-03 04:15:00+00:00,60,1,15.55,15.55555556
2020-05-03 04:30:00+00:00,60,1,15.56111111,15.55555556
2020-05-03 04:45:00+00:00,61,1,15.53888889,15.55555556
2020-05-03 05:00:00+00:00,59,1,15.6,15.55555556
2020-05-03 05:15:00+00:00,60,1,15.56111111,15.55555556
2020-05-03 05:30:00+00:00,58,1,15.52777778,15.55555556
2020-05-03 05:45:00+00:00,58,1,15.56111111,15.55555556
2020-05-03 06:00:00+00:00,58,1,15.55,15.55555556
2020-05-03 06:15:00+00:00,58,1,15.6,15.55555556
2020-05-03 06:30:00+00:00,57,1,15.57777778,15.55555556
2020-05-03 06:45:00+00:00,58,1,15.53888889,15.55555556
2020-05-03 07:00:00+00:00,58,1,15.56111111,15.55555556
2020-05-03 07:15:00+00:00,59,1,15.56111111,15.55555556
2020-05-03 07:30:00+00:00,59,1,15.52222222,15.55555556
2020-05-03 07:45:00+00:00,58,1,15.55,15.55555556
2020-05-03 08:00:00+00:00,58,1,15.53888889,15.55555556
2020-05-03 08:15:00+00:00,62,1,15.53888889,15.55555556
2020-05-03 08:30:00+00:00,64,1,15.6,15.55555556
2020-05-03 08:45:00+00:00,63,1,15.57777778,15.55555556
2020-05-03 09:00:00+00:00,66,1,15.53888889,15.55555556
2020-05-03 09:15:00+00:00,65,1,15.57777778,15.55555556
2020-05-03 09:30:00+00:00,66,1,15.56111111,15.55555556
2020-05-03 09:45:00+00:00,64,1,15.53888889,15.55555556
2020-05-03 10:00:00+00:00,67,1,15.58888889,15.55555556
2020-05-03 10:15:00+00:00,67,1,15.55,15.55555556
2020-05-03 10:30:00+00:00,69,1,15.58888889,15.55555556
2020-05-03 10:45:00+00:00,69,1,15.55,15.55555556
2020-05-03 11:00:00+00:00,71,1,15.55,15.55555556
2020-05-03 11:15:00+00:00,71,1,15.57777778,15.55555556
2020-05-03 11:30:00+00:00,71,1,15.53888889,15.55555556
2020-05-03 11:45:00+00:00,74,1,15.53888889,15.55555556
2020-05-03 12:00:00+00:00,73,1,15.56111111,15.55555556
2020-05-03 12:15:00+00:00,77,1,15.56111111,15.55555556
2020-05-03 12:30:00+00:00,79,1,15.56111111,15.55555556
2020-05-03 12:45:00+00:00,85,1,15.56111111,15.55555556
2020-05-03 13:00:00+00:00,87,1,15.57777778,15.55555556
2020-05-03 13:15:00+00:00,91,1,15.57222222,15.55555556
2020-05-03 13:30:00+00:00,48,1,14.43888889,15.55555556
2020-05-03 13:45:00+00:00,36,1,15.58888889,15.55555556
2020-05-03 14:00:00+00:00,34,1,15.53888889,15.55555556
2020-05-03 14:15:00+00:00,30,1,15.52222222,15.55555556
2020-05-03 14:30:00+00:00,26,1,15.47777778,15.55555556
2020-05-03 14:45:00+00:00,25,1,15.51111111,15.55555556
2020-05-03 15:00:00+00:00,23,1,15.52222222,15.55555556
2020-05-03 15:15:00+00:00,23,1,15.53888889,15.55555556
2020-05-03 15:30:00+00:00,23,1,15.58888889,15.55555556
2020-05-03 15:45:00+00:00,24,1,15.52222222,15.55555556
2020-05-03 16:00:00+00:00,23,1,15.53888889,15.55555556
2020-05-03 16:15:00+00:00,24,1,15.5,15.55555556
2020-05-03 16:30:00+00:00,25,1,15.58888889,15.55555556
2020-05-03 16:45:00+00:00,25,1,15.58888889,15.55555556
2020-05-03 17:00:00+00:00,24,1,15.57777778,15.55555556
2020-05-03 17:15:00+00:00,25,1,15.58888889,15.55555556
2020-05-03 17:30:00+00:00,25,1,15.57222222,15.55555556
2020-05-03 17:45:00+00:00,25,1,15.56111111,15.55555556
2020-05-03 18:00:00+00:00,25,1,15.53888889,15.55555556
2020-05-03 18:15:00+00:00,25,1,15.57222222,15.55555556
2020-05-03 18:30:00+00:00,26,1,15.58888889,15.55555556
2020-05-03 18:45:00+00:00,27,1,15.58888889,15.55555556
2020-05-03 19:00:00+00:00,27,1,15.52777778,15.55555556
2020-05-03 19:15:00+00:00,27,1,15.56111111,15.55555556
2020-05-03 19:30:00+00:00,26,1,15.58888889,15.55555556
2020-05-03 19:45:00+00:00,29,1,15.55,15.55555556
2020-05-03 20:00:00+00:00,28,1,15.62777778,15.55555556
2020-05-03 20:15:00+00:00,29,1,15.56111111,15.55555556
2020-05-03 20:30:00+00:00,29,1,15.57777778,15.55555556
2020-05-03 20:45:00+00:00,31,1,15.6,15.55555556
2020-05-03 21:00:00+00:00,29,1,15.57777778,15.55555556
2020-05-03 21:15:00+00:00,30,1,15.52222222,15.55555556
2020-05-03 21:30:00+00:00,30,1,15.57777778,15.55555556
2020-05-03 21:45:00+00:00,30,1,15.56111111,15.55555556
2020-05-03 22:00:00+00:00,31,1,15.51111111,15.55555556
2020-05-03 22:15:00+00:00,30,1,15.53888889,15.55555556
2020-05-03 22:30:00+00:00,30,1,15.57777778,15.55555556
2020-05-03 22:45:00+00:00,32,1,15.52222222,15.55555556
2020-05-03 23:00:00+00:00,31,1,15.62222222,15.55555556
2020-05-03 23:15:00+00:00,30,1,15.52222222,15.55555556
2020-05-03 23:30:00+00:00,28,1,15.55,15.55555556
2020-05-03 23:45:00+00:00,29,1,15.57777778,15.55555556
2020-05-04 00:00:00+00:00,26,1,15.5,15.55555556
2020-05-04 00:15:00+00:00,25,1,15.46111111,15.55555556
2020-05-04 00:30:00+00:00,25,1,15.56111111,15.55555556
2020-05-04 00:45:00+00:00,24,1,15.62222222,15.55555556
2020-05-04 01:00:00+00:00,25,1,15.5,15.55555556
2020-05-04 01:15:00+00:00,25,1,15.56111111,15.55555556
2020-05-04 01:30:00+00:00,24,1,15.57777778,15.55555556
2020-05-04 01:45:00+00:00,24,1,15.53888889,15.55555556
2020-05-04 02:00:00+00:00,24,1,15.62222222,15.55555556
2020-05-04 02:15:00+00:00,24,1,15.57777778,15.55555556
2020-05-04 02:30:00+00:00,22,1,15.48888889,15.55555556
2020-05-04 02:45:00+00:00,23,1,15.66111111,15.55555556
2020-05-04 03:00:00+00:00,25,1,15.67222222,15.55555556
2020-05-04 03:15:00+00:00,25,1,15.62222222,15.55555556
2020-05-04 03:30:00+00:00,25,1,15.53888889,15.55555556
2020-05-04 03:45:00+00:00,24,1,15.5,15.55555556
2020-05-04 04:00:00+00:00,23,1,15.47222222,15.55555556
2020-05-04 04:15:00+00:00,22,1,15.6,15.55555556
2020-05-04 04:30:00+00:00,23,1,15.67222222,15.55555556
2020-05-04 04:45:00+00:00,25,1,15.6,15.55555556
2020-05-04 05:00:00+00:00,23,1,15.37222222,15.55555556
2020-05-04 05:15:00+00:00,21,1,15.53888889,15.55555556
2020-05-04 05:30:00+00:00,24,1,15.77222222,15.55555556
2020-05-04 05:45:00+00:00,29,1,15.42777778,15.55555556
2020-05-04 06:00:00+00:00,25,1,15.56111111,15.55555556
2020-05-04 06:15:00+00:00,25,1,15.5,15.55555556
2020-05-04 06:30:00+00:00,24,1,15.46111111,15.55555556
2020-05-04 06:45:00+00:00,24,1,15.52222222,15.55555556
2020-05-04 07:00:00+00:00,22,1,15.5,15.55555556
2020-05-04 07:15:00+00:00,23,1,15.65,15.55555556
2020-05-04 07:30:00+00:00,24,1,15.62222222,15.55555556
2020-05-04 07:45:00+00:00,23,1,15.42777778,15.55555556
2020-05-04 08:00:00+00:00,21,1,15.67222222,15.55555556
2020-05-04 08:15:00+00:00,26,1,15.52222222,15.55555556
2020-05-04 08:30:00+00:00,19,1,15.35,15.55555556
2020-05-04 08:45:00+00:00,27,1,16,15.55555556
2020-05-04 09:00:00+00:00,25,1,15.21111111,15.55555556
2020-05-04 09:15:00+00:00,20,1,15.55,15.55555556
2020-05-04 09:30:00+00:00,28,1,15.8,15.55555556
2020-05-04 09:45:00+00:00,21,1,15.18888889,15.55555556
2020-05-04 10:00:00+00:00,23,1,15.91111111,15.55555556
2020-05-04 10:15:00+00:00,27,1,15.52222222,15.55555556
2020-05-04 10:30:00+00:00,20,1,15.28888889,15.55555556
2020-05-04 10:45:00+00:00,24,1,15.9,15.55555556
2020-05-04 11:00:00+00:00,27,1,15.48888889,15.55555556
2020-05-04 11:15:00+00:00,22,1,15.3,15.55555556
2020-05-04 11:30:00+00:00,22,1,15.62222222,15.55555556
2020-05-04 11:45:00+00:00,26,1,15.68888889,15.55555556
2020-05-04 12:00:00+00:00,25,1,15.55,15.55555556
2020-05-04 12:15:00+00:00,26,1,15.53888889,15.55555556
2020-05-04 12:30:00+00:00,27,1,15.56111111,15.55555556
2020-05-04 12:45:00+00:00,29,1,15.57777778,15.55555556
2020-05-04 13:00:00+00:00,30,1,15.53888889,15.55555556
2020-05-04 13:15:00+00:00,32,1,15.53888889,15.55555556
2020-05-04 13:30:00+00:00,33,1,15.52222222,15.55555556
2020-05-04 13:45:00+00:00,34,1,15.6,15.55555556
2020-05-04 14:00:00+00:00,33,1,15.53888889,15.55555556
2020-05-04 14:15:00+00:00,34,1,15.5,15.55555556
2020-05-04 14:30:00+00:00,35,1,15.57777778,15.55555556
2020-05-04 14:45:00+00:00,34,1,15.56111111,15.55555556
2020-05-04 15:00:00+00:00,35,1,15.57222222,15.55555556
2020-05-04 15:15:00+00:00,37,1,15.58888889,15.55555556
2020-05-04 15:30:00+00:00,35,1,15.57777778,15.55555556
2020-05-04 15:45:00+00:00,34,1,15.53888889,15.55555556
2020-05-04 16:00:00+00:00,35,1,15.56111111,15.55555556
2020-05-04 16:15:00+00:00,35,1,15.55,15.55555556
2020-05-04 16:30:00+00:00,34,1,15.57777778,15.55555556
2020-05-04 16:45:00+00:00,35,1,15.53888889,15.55555556
2020-05-04 17:00:00+00:00,33,1,15.56111111,15.55555556
2020-05-04 17:15:00+00:00,32,1,15.53888889,15.55555556
2020-05-04 17:30:00+00:00,32,1,15.55,15.55555556
2020-05-04 17:45:00+00:00,31,1,15.57222222,15.55555556
2020-05-04 18:00:00+00:00,30,1,15.52222222,15.55555556
2020-05-04 18:15:00+00:00,30,1,15.57777778,15.55555556
2020-05-04 18:30:00+00:00,30,1,15.53888889,15.55555556
2020-05-04 18:45:00+00:00,30,1,15.56111111,15.55555556
2020-05-04 19:00:00+00:00,27,1,15.66111111,15.55555556
2020-05-04 19:15:00+00:00,28,1,15.55,15.55555556
2020-05-04 19:30:00+00:00,28,1,15.55,15.55555556
2020-05-04 19:45:00+00:00,27,1,15.62222222,15.55555556
2020-05-04 20:00:00+00:00,26,1,15.55,15.55555556
2020-05-04 20:15:00+00:00,26,1,15.55,15.55555556
2020-05-04 20:30:00+00:00,27,1,15.61111111,15.55555556
2020-05-04 20:45:00+00:00,26,1,15.57222222,15.55555556
2020-05-04 21:00:00+00:00,25,1,15.55,15.55555556
2020-05-04 21:15:00+00:00,26,1,15.58888889,15.55555556
2020-05-04 21:30:00+00:00,25,1,15.56111111,15.55555556
2020-05-04 21:45:00+00:00,25,1,15.52777778,15.55555556
2020-05-04 22:00:00+00:00,26,1,15.53888889,15.55555556
2020-05-04 22:15:00+00:00,25,1,15.56111111,15.55555556
2020-05-04 22:30:00+00:00,25,1,15.57777778,15.55555556
2020-05-04 22:45:00+00:00,26,1,15.6,15.55555556
2020-05-04 23:00:00+00:00,26,1,15.57777778,15.55555556
2020-05-04 23:15:00+00:00,25,1,15.57777778,15.55555556
2020-05-04 23:30:00+00:00,25,1,15.6,15.55555556
2020-05-04 23:45:00+00:00,23,1,15.56111111,15.55555556
2020-05-05 00:00:00+00:00,23,1,15.53888889,15.55555556
2020-05-05 00:15:00+00:00,23,1,15.61111111,15.55555556
2020-05-05 00:30:00+00:00,24,1,15.57777778,15.55555556
2020-05-05 00:45:00+00:00,20,1,15.37222222,15.55555556
2020-05-05 01:00:00+00:00,51,1,15.38888889,15.55555556
2020-05-05 01:15:00+00:00,32,1,15.52222222,15.55555556
2020-05-05 01:30:00+00:00,33,1,15.56111111,15.55555556
2020-05-05 01:45:00+00:00,33,1,15.53888889,15.55555556
2020-05-05 02:00:00+00:00,32,1,15.52777778,15.55555556
2020-05-05 02:15:00+00:00,31,1,15.52777778,15.55555556
2020-05-05 02:30:00+00:00,31,1,15.53888889,15.55555556
2020-05-05 02:45:00+00:00,30,1,15.52777778,15.55555556
2020-05-05 03:00:00+00:00,29,1,15.56111111,15.55555556
2020-05-05 03:15:00+00:00,29,1,15.56111111,15.55555556
2020-05-05 03:30:00+00:00,30,1,15.55,15.55555556
2020-05-05 03:45:00+00:00,29,1,15.56111111,15.55555556
2020-05-05 04:00:00+00:00,28,1,15.57777778,15.55555556
2020-05-05 04:15:00+00:00,28,1,15.57777778,15.55555556
2020-05-05 04:30:00+00:00,28,1,15.55,15.55555556
2020-05-05 04:45:00+00:00,27,1,15.55,15.55555556
2020-05-05 05:00:00+00:00,26,1,15.56111111,15.55555556
2020-05-05 05:15:00+00:00,27,1,15.56111111,15.55555556
2020-05-05 05:30:00+00:00,26,1,15.56111111,15.55555556
2020-05-05 05:45:00+00:00,27,1,15.55,15.55555556
2020-05-05 06:00:00+00:00,28,1,15.56111111,15.55555556
2020-05-05 06:15:00+00:00,25,1,15.57222222,15.55555556
2020-05-05 06:30:00+00:00,26,1,15.57222222,15.55555556
2020-05-05 06:45:00+00:00,26,1,15.52222222,15.55555556
2020-05-05 07:00:00+00:00,25,1,15.53888889,15.55555556
2020-05-05 07:15:00+00:00,25,1,15.52777778,15.55555556
2020-05-05 07:30:00+00:00,24,1,15.5,15.55555556
2020-05-05 07:45:00+00:00,25,1,15.51111111,15.55555556
2020-05-05 08:00:00+00:00,25,1,15.52222222,15.55555556
2020-05-05 08:15:00+00:00,24,1,15.52222222,15.55555556
2020-05-05 08:30:00+00:00,24,1,15.55,15.55555556
2020-05-05 08:45:00+00:00,24,1,15.57777778,15.55555556
2020-05-05 09:00:00+00:00,24,1,15.58888889,15.55555556
2020-05-05 09:15:00+00:00,24,1,15.62777778,15.55555556
2020-05-05 09:30:00+00:00,24,1,15.65,15.55555556
2020-05-05 09:45:00+00:00,25,1,15.47222222,15.55555556
2020-05-05 10:00:00+00:00,21,1,15.48888889,15.55555556
2020-05-05 10:15:00+00:00,25,1,15.82222222,15.55555556
2020-05-05 10:30:00+00:00,22,1,15.27222222,15.55555556
2020-05-05 10:45:00+00:00,23,1,15.88888889,15.55555556
2020-05-05 11:00:00+00:00,27,1,15.43888889,15.55555556
2020-05-05 11:15:00+00:00,20,1,15.4,15.55555556
2020-05-05 11:30:00+00:00,26,1,15.81111111,15.55555556
2020-05-05 11:45:00+00:00,24,1,15.27777778,15.55555556
2020-05-05 12:00:00+00:00,21,1,15.62222222,15.55555556
2020-05-05 12:15:00+00:00,26,1,15.63888889,15.55555556
2020-05-05 12:30:00+00:00,22,1,15.31111111,15.55555556
2020-05-05 12:45:00+00:00,23,1,15.73888889,15.55555556
2020-05-05 13:00:00+00:00,26,1,15.57777778,15.55555556
2020-05-05 13:15:00+00:00,21,1,15.42777778,15.55555556
2020-05-05 13:30:00+00:00,24,1,15.72777778,15.55555556
2020-05-05 13:45:00+00:00,25,1,15.4,15.55555556
