,id_point,building_id,name_point,description,units,tagged_units,equip_id,equip_type_abbr,equip_type_name,tags
98,307692,438,Hotel AHU-17N-3 (100% OA)_Supply Air Temperature,,F,f,28558,AHU,Air Handling Unit,"['ahu', 'hvac']"
99,307691,438,Hotel AHU-17N-3 (100% OA)_Supply Air Static Pressure Setpoint,,in W.C.,in w.c.,28558,AHU,Air Handling Unit,"['ahu', 'hvac']"
100,307694,438,Hotel AHU-17N-3 (100% OA)_Supply Fan Start/Stop Command,,On/Off,on/off,28558,AHU,Air Handling Unit,"['ahu', 'hvac']"
101,307695,438,Hotel AHU-17N-3 (100% OA)_Supply Fan VFD Speed Command,,%,%,28558,AHU,Air Handling Unit,"['ahu', 'hvac']"
102,307693,438,Hotel AHU-17N-3 (100% OA)_Supply Air Temperature Setpoint,,F,f,28558,AHU,Air Handling Unit,"['ahu', 'hvac']"
103,307690,438,Hotel AHU-17N-3 (100% OA)_Supply Air Static Pressure (Down Duct),,in W.C.,in w.c.,28558,AHU,Air Handling Unit,"['ahu', 'hvac']"
104,307707,438,Hotel AHU-17N-4_Supply Air Static Pressure (Down Duct),,in W.C.,in w.c.,28559,AHU,Air Handling Unit,"['ahu', 'hvac']"
105,307696,438,Hotel AHU-17N-4_Cooling Coil Valve Command,,%,%,28559,AHU,Air Handling Unit,"['ahu', 'hvac']"
106,307709,438,Hotel AHU-17N-4_Supply Air Temperature,,F,f,28559,AHU,Air Handling Unit,"['ahu', 'hvac']"
107,307698,438,Hotel AHU-17N-4_Final Filter Pressure Status,,On/Off,on/off,28559,AHU,Air Handling Unit,"['ahu', 'hvac']"
108,307712,438,Hotel AHU-17N-4_Supply Fan VFD Speed Command,,%,%,28559,AHU,Air Handling Unit,"['ahu', 'hvac']"
109,307710,438,Hotel AHU-17N-4_Supply Air Temperature Setpoint,,F,f,28559,AHU,Air Handling Unit,"['ahu', 'hvac']"
110,307704,438,Hotel AHU-17N-4_Preheat Coil Leaving Air Temperature,,F,f,28559,AHU,Air Handling Unit,"['ahu', 'hvac']"
111,307711,438,Hotel AHU-17N-4_Supply Fan Start/Stop Command,,On/Off,on/off,28559,AHU,Air Handling Unit,"['ahu', 'hvac']"
112,307705,438,Hotel AHU-17N-4_Preheat Coil Leaving Air Temperature Setpoint,,F,f,28559,AHU,Air Handling Unit,"['ahu', 'hvac']"
113,307699,438,Hotel AHU-17N-4_Heating Coil Valve Command,,%,%,28559,AHU,Air Handling Unit,"['ahu', 'hvac']"
114,307697,438,Hotel AHU-17N-4_Face & Bypass Damper Command,,%,%,28559,AHU,Air Handling Unit,"['ahu', 'hvac']"
115,307700,438,Hotel AHU-17N-4_High Static Pressure Shutdown Alarm,,On/Off,on/off,28559,AHU,Air Handling Unit,"['ahu', 'hvac']"
116,307701,438,Hotel AHU-17N-4_Low Temperature Detector,,On/Off,on/off,28559,AHU,Air Handling Unit,"['ahu', 'hvac']"
117,307702,438,Hotel AHU-17N-4_Mixing Box Dampers Command,,%,%,28559,AHU,Air Handling Unit,"['ahu', 'hvac']"
118,307703,438,Hotel AHU-17N-4_Occupied Mode,,Occ,occ,28559,AHU,Air Handling Unit,"['ahu', 'hvac']"
119,307706,438,Hotel AHU-17N-4_Status,,?,?,28559,AHU,Air Handling Unit,"['ahu', 'hvac']"
120,307708,438,Hotel AHU-17N-4_Supply Air Static Pressure Setpoint,,in W.C.,in w.c.,28559,AHU,Air Handling Unit,"['ahu', 'hvac']"
121,307717,438,Hotel AHU-17N-5_Supply Fan Start/Stop Command,,On/Off,on/off,28560,AHU,Air Handling Unit,"['ahu', 'hvac']"
122,307713,438,Hotel AHU-17N-5_Cooling Coil Valve Command,,%,%,28560,AHU,Air Handling Unit,"['ahu', 'hvac']"
123,307714,438,Hotel AHU-17N-5_Occupied Mode,,Occ,occ,28560,AHU,Air Handling Unit,"['ahu', 'hvac']"
124,307716,438,Hotel AHU-17N-5_Supply Air Temperature Setpoint,,F,f,28560,AHU,Air Handling Unit,"['ahu', 'hvac']"
125,307715,438,Hotel AHU-17N-5_Supply Air Temperature,,F,f,28560,AHU,Air Handling Unit,"['ahu', 'hvac']"
126,307735,438,Hotel AHU-17N-6_Supply Fan VFD Speed Command,,%,%,28561,AHU,Air Handling Unit,"['ahu', 'hvac']"
127,307721,438,Hotel AHU-17N-6_Heating Coil Valve Command,,%,%,28561,AHU,Air Handling Unit,"['ahu', 'hvac']"
128,307724,438,Hotel AHU-17N-6_Mixed Air Temperature,,F,f,28561,AHU,Air Handling Unit,"['ahu', 'hvac']"
129,307718,438,Hotel AHU-17N-6_Cooling Coil Valve Command,,%,%,28561,AHU,Air Handling Unit,"['ahu', 'hvac']"
130,307722,438,Hotel AHU-17N-6_High Static Pressure Shutdown Alarm,,On/Off,on/off,28561,AHU,Air Handling Unit,"['ahu', 'hvac']"
131,307720,438,Hotel AHU-17N-6_Final Filter Pressure Status,,On/Off,on/off,28561,AHU,Air Handling Unit,"['ahu', 'hvac']"
132,307719,438,Hotel AHU-17N-6_Face & Bypass Damper Command,,%,%,28561,AHU,Air Handling Unit,"['ahu', 'hvac']"
133,307728,438,Hotel AHU-17N-6_Preheat Coil Leaving Air Temperature Setpoint,,F,f,28561,AHU,Air Handling Unit,"['ahu', 'hvac']"
134,307732,438,Hotel AHU-17N-6_Supply Air Temperature,,F,f,28561,AHU,Air Handling Unit,"['ahu', 'hvac']"
135,307725,438,Hotel AHU-17N-6_Occupied Mode,,Occ,occ,28561,AHU,Air Handling Unit,"['ahu', 'hvac']"
136,307726,438,Hotel AHU-17N-6_Outdoor Air Damper Command,,%,%,28561,AHU,Air Handling Unit,"['ahu', 'hvac']"
137,307730,438,Hotel AHU-17N-6_Status,,?,?,28561,AHU,Air Handling Unit,"['ahu', 'hvac']"
138,307731,438,Hotel AHU-17N-6_Supply Air Static Pressure Setpoint,,in W.C.,in w.c.,28561,AHU,Air Handling Unit,"['ahu', 'hvac']"
139,307734,438,Hotel AHU-17N-6_Supply Fan Start/Stop Command,,On/Off,on/off,28561,AHU,Air Handling Unit,"['ahu', 'hvac']"
140,307729,438,Hotel AHU-17N-6_Return Air Temperature,,F,f,28561,AHU,Air Handling Unit,"['ahu', 'hvac']"
141,307733,438,Hotel AHU-17N-6_Supply Air Temperature Setpoint,,F,f,28561,AHU,Air Handling Unit,"['ahu', 'hvac']"
142,307723,438,Hotel AHU-17N-6_Low Temperature Detector,,On/Off,on/off,28561,AHU,Air Handling Unit,"['ahu', 'hvac']"
143,307727,438,Hotel AHU-17N-6_Preheat Coil Leaving Air Temperature,,F,f,28561,AHU,Air Handling Unit,"['ahu', 'hvac']"
144,307738,438,Hotel AHU-17N-7_Low Temperature Detector,,On/Off,on/off,28562,AHU,Air Handling Unit,"['ahu', 'hvac']"
145,307739,438,Hotel AHU-17N-7_Occupied Mode,,Occ,occ,28562,AHU,Air Handling Unit,"['ahu', 'hvac']"
146,307737,438,Hotel AHU-17N-7_Heating Coil Valve Command,,%,%,28562,AHU,Air Handling Unit,"['ahu', 'hvac']"
147,307736,438,Hotel AHU-17N-7_Cooling Coil Valve Command,,%,%,28562,AHU,Air Handling Unit,"['ahu', 'hvac']"
148,307741,438,Hotel AHU-17N-7_Supply Fan Start/Stop Command,,On/Off,on/off,28562,AHU,Air Handling Unit,"['ahu', 'hvac']"
149,307740,438,Hotel AHU-17N-7_Status,,?,?,28562,AHU,Air Handling Unit,"['ahu', 'hvac']"
150,307742,438,Hotel AHU-18N-1_Cooling Coil Valve Command,,%,%,28563,AHU,Air Handling Unit,"['ahu', 'hvac']"
151,307744,438,Hotel AHU-18N-1_Supply Fan Start/Stop Command,,On/Off,on/off,28563,AHU,Air Handling Unit,"['ahu', 'hvac']"
152,307743,438,Hotel AHU-18N-1_Occupied Mode,,Occ,occ,28563,AHU,Air Handling Unit,"['ahu', 'hvac']"
153,307749,438,Hotel AHU-18N-4_Supply Fan Start/Stop Command,,On/Off,on/off,28564,AHU,Air Handling Unit,"['ahu', 'hvac']"
154,307746,438,Hotel AHU-18N-4_Occupied Mode,,Occ,occ,28564,AHU,Air Handling Unit,"['ahu', 'hvac']"
155,307745,438,Hotel AHU-18N-4_Cooling Coil Valve Command,,%,%,28564,AHU,Air Handling Unit,"['ahu', 'hvac']"
156,307747,438,Hotel AHU-18N-4_Supply Air Temperature,,F,f,28564,AHU,Air Handling Unit,"['ahu', 'hvac']"
157,307748,438,Hotel AHU-18N-4_Supply Air Temperature Setpoint,,F,f,28564,AHU,Air Handling Unit,"['ahu', 'hvac']"
158,307753,438,Hotel AHU-18N-5_Supply Air Temperature Setpoint,,F,f,28565,AHU,Air Handling Unit,"['ahu', 'hvac']"
159,307752,438,Hotel AHU-18N-5_Supply Air Temperature,,F,f,28565,AHU,Air Handling Unit,"['ahu', 'hvac']"
160,307750,438,Hotel AHU-18N-5_Cooling Coil Valve Command,,%,%,28565,AHU,Air Handling Unit,"['ahu', 'hvac']"
161,307751,438,Hotel AHU-18N-5_Occupied Mode,,Occ,occ,28565,AHU,Air Handling Unit,"['ahu', 'hvac']"
162,307754,438,Hotel AHU-18N-5_Supply Fan Start/Stop Command,,On/Off,on/off,28565,AHU,Air Handling Unit,"['ahu', 'hvac']"
163,308512,438,Base Building CHWP-22-4_Primary CHW Pump Current,,A,a,28566,PUMP,Pump,"['pump', 'hvac', 'chilledWaterPump']"
164,308515,438,Base Building CHWP-22-4_Primary CHW Pump Status,,On/Off,on/off,28566,PUMP,Pump,"['pump', 'hvac', 'chilledWaterPump']"
165,308511,438,Base Building CHWP-22-4_Primary CHW Pump Consumption,,kWh,kwh,28566,PUMP,Pump,"['pump', 'hvac', 'chilledWaterPump']"
166,308513,438,Base Building CHWP-22-4_Primary CHW Pump Power,,kW,kw,28566,PUMP,Pump,"['pump', 'hvac', 'chilledWaterPump']"
167,308516,438,Base Building CHWP-22-4_Primary CHW Pump VFD Speed,,%,%,28566,PUMP,Pump,"['pump', 'hvac', 'chilledWaterPump']"
168,308514,438,Base Building CHWP-22-4_Primary CHW Pump Start/Stop Command,,On/Off,on/off,28566,PUMP,Pump,"['pump', 'hvac', 'chilledWaterPump']"
169,308517,438,Jazz CHWP-22-6_Primary CHW Pump Power,,kW,kw,28567,PUMP,Pump,"['pump', 'hvac', 'chilledWaterPump']"
170,308519,438,Jazz CHWP-22-6_Primary CHW Pump VFD Speed,,%,%,28567,PUMP,Pump,"['pump', 'hvac', 'chilledWaterPump']"
171,308518,438,Jazz CHWP-22-6_Primary CHW Pump Start/Stop Command,,On/Off,on/off,28567,PUMP,Pump,"['pump', 'hvac', 'chilledWaterPump']"
172,308523,438,Jazz CHWP-22-7_Primary CHW Pump Start/Stop Command,,On/Off,on/off,28568,PUMP,Pump,"['pump', 'hvac', 'chilledWaterPump']"
173,308520,438,Jazz CHWP-22-7_Primary CHW Pump Consumption,,kWh,kwh,28568,PUMP,Pump,"['pump', 'hvac', 'chilledWaterPump']"
174,308521,438,Jazz CHWP-22-7_Primary CHW Pump Current,,A,a,28568,PUMP,Pump,"['pump', 'hvac', 'chilledWaterPump']"
175,308524,438,Jazz CHWP-22-7_Primary CHW Pump VFD Speed,,%,%,28568,PUMP,Pump,"['pump', 'hvac', 'chilledWaterPump']"
176,308522,438,Jazz CHWP-22-7_Primary CHW Pump Power,,kW,kw,28568,PUMP,Pump,"['pump', 'hvac', 'chilledWaterPump']"
177,308526,438,Retail CHWP-22-8_Primary CHW Pump Start/Stop Command,,On/Off,on/off,28569,PUMP,Pump,"['pump', 'hvac', 'chilledWaterPump']"
178,308525,438,Retail CHWP-22-8_Primary CHW Pump Power,,kW,kw,28569,PUMP,Pump,"['pump', 'hvac', 'chilledWaterPump']"
179,308527,438,Retail CHWP-22-8_Primary CHW Pump VFD Speed,,%,%,28569,PUMP,Pump,"['pump', 'hvac', 'chilledWaterPump']"
180,308553,438,Base Building CH22-3_Chiller CHW Flow,,gpm,gpm,28570,CH,Chiller,"['chiller', 'hvac']"
181,308555,438,Base Building CH22-3_Chiller Enable,,On/Off,on/off,28570,CH,Chiller,"['chiller', 'hvac']"
182,308556,438,Base Building CH22-3_Chiller Entering CHW Temperature,,F,f,28570,CH,Chiller,"['chiller', 'hvac']"
183,308557,438,Base Building CH22-3_Chiller Entering CW Temperature,,F,f,28570,CH,Chiller,"['chiller', 'hvac']"
184,308562,438,Base Building CH22-3_Chiller Status,,On/Off,on/off,28570,CH,Chiller,"['chiller', 'hvac']"
185,308559,438,Base Building CH22-3_Chiller Leaving CHW Temperature Setpoint,,F,f,28570,CH,Chiller,"['chiller', 'hvac']"
186,308558,438,Base Building CH22-3_Chiller Leaving CHW Temperature,,F,f,28570,CH,Chiller,"['chiller', 'hvac']"
187,308560,438,Base Building CH22-3_Chiller Load,,%,%,28570,CH,Chiller,"['chiller', 'hvac']"
188,308561,438,Base Building CH22-3_Chiller Power,,kW,kw,28570,CH,Chiller,"['chiller', 'hvac']"
189,308554,438,Base Building CH22-3_Chiller Consumption,,kWh,kwh,28570,CH,Chiller,"['chiller', 'hvac']"
190,308723,438,South Residential HWP-54S-2_Primary Hot Water Pump Start/Stop Command,,On/Off,on/off,28571,PUMP,Pump,"['pump', 'hvac', 'hotWaterPump']"
191,308724,438,South Residential HWP-54S-2_Primary Hot Water Pump VFD Speed,,%,%,28571,PUMP,Pump,"['pump', 'hvac', 'hotWaterPump']"
192,308726,438,Retail HWP-C2-01_Primary Hot Water Pump VFD Speed,,%,%,28572,PUMP,Pump,"['pump', 'hvac', 'hotWaterPump']"
193,308725,438,Retail HWP-C2-01_Primary Hot Water Pump Start/Stop Command,,On/Off,on/off,28572,PUMP,Pump,"['pump', 'hvac', 'hotWaterPump']"
194,308728,438,Retail HWP-C2-02_Primary Hot Water Pump VFD Speed,,%,%,28573,PUMP,Pump,"['pump', 'hvac', 'hotWaterPump']"
195,308727,438,Retail HWP-C2-02_Primary Hot Water Pump Start/Stop Command,,On/Off,on/off,28573,PUMP,Pump,"['pump', 'hvac', 'hotWaterPump']"
